,tweet_id,in_reply_to_status_id,in_reply_to_user_id,timestamp,source,rating_numerator,rating_denominator,name,retweet_count,favorite_count,breed,stage
1560,675898130735476737,0,0,2015-12-13 04:40:46,Twitter for iPhone,10,10,None,597,1674,Labrador_retriever,pupper
1566,675845657354215424,0,0,2015-12-13 01:12:15,Twitter for iPhone,10,10,Pepper,929,2344,pug,pupper
1571,675740360753160193,0,0,2015-12-12 18:13:51,Twitter for iPhone,12,10,None,363,1199,golden_retriever,pupper
1588,675334060156301312,0,0,2015-12-11 15:19:21,Twitter for iPhone,12,10,None,1346,2847,Pembroke,pupper
1601,675006312288268288,0,0,2015-12-10 17:37:00,Twitter for iPhone,10,10,Mollie,236,1007,boxer,pupper
1610,674774481756377088,0,0,2015-12-10 02:15:47,Twitter for iPhone,11,10,Superpup,494,1145,Chihuahua,pupper
1617,674737130913071104,0,0,2015-12-09 23:47:22,Twitter for iPhone,10,10,Rufio,96,661,Pomeranian,pupper
1623,674638615994089473,0,0,2015-12-09 17:15:54,Twitter for iPhone,12,10,None,601,1716,Pomeranian,pupper
1626,674447403907457024,0,0,2015-12-09 04:36:06,Twitter for iPhone,10,10,None,368,1086,Brabancon_griffon,pupper
1638,674262580978937856,0,0,2015-12-08 16:21:41,Twitter for iPhone,9,10,Gus,468,1325,Greater_Swiss_Mountain_dog,pupper
1647,674038233588723717,0,0,2015-12-08 01:30:12,Twitter for iPhone,12,10,Kaiya,425,1123,Eskimo_dog,pupper
1653,673956914389192708,0,0,2015-12-07 20:07:04,Twitter for iPhone,10,10,one,996,1982,pug,pupper
1654,673919437611909120,0,0,2015-12-07 17:38:09,Twitter for iPhone,11,10,Obie,378,1187,schipperke,pupper
1661,673707060090052608,0,0,2015-12-07 03:34:14,Twitter for iPhone,10,10,Raymond,403,1112,German_short-haired_pointer,pupper
1670,673656262056419329,0,0,2015-12-07 00:12:23,Twitter for iPhone,10,10,Albert,248,726,bull_mastiff,pupper
1672,673612854080196609,0,0,2015-12-06 21:19:54,Twitter for iPhone,7,10,Jeffri,741,1612,Newfoundland,pupper
1683,673342308415348736,0,0,2015-12-06 03:24:51,Twitter for iPhone,10,10,Django,603,1293,Chihuahua,pupper
1686,673295268553605120,0,0,2015-12-06 00:17:55,Twitter for iPhone,8,10,Eve,3249,7625,golden_retriever,pupper
1693,672988786805112832,0,0,2015-12-05 04:00:04,Twitter for iPhone,10,10,Schnozz,301,992,Lakeland_terrier,pupper
1696,672975131468300288,0,0,2015-12-05 03:05:49,Twitter for iPhone,10,10,Chuckles,937,1706,pug,pupper
1707,672622327801233409,0,0,2015-12-04 03:43:54,Twitter for iPhone,12,10,None,506,1310,golden_retriever,pupper
1711,672594978741354496,0,0,2015-12-04 01:55:13,Twitter for iPhone,9,10,Scott,622,1340,Great_Pyrenees,pupper
1718,672481316919734272,0,0,2015-12-03 18:23:34,Twitter for iPhone,12,10,Jazz,128,724,Border_collie,pupper
1725,672254177670729728,0,0,2015-12-03 03:21:00,Twitter for iPhone,11,10,Rolf,760,1449,pug,pupper
1731,672205392827572224,0,0,2015-12-03 00:07:09,Twitter for iPhone,9,10,Opal,1181,2283,pug,pupper
1733,672160042234327040,0,0,2015-12-02 21:06:56,Twitter for iPhone,8,10,Bubba,366,882,pug,pupper
50,881536004380872706,0,0,2017-07-02 15:32:16,Twitter for iPhone,14,10,None,15570,48394,Samoyed,pupper
854,743222593470234624,0,0,2016-06-15 23:24:09,Twitter for iPhone,12,10,None,2022,6468,kuvasz,pupper
937,728035342121635841,0,0,2016-05-05 01:35:26,Twitter for iPhone,12,10,None,1762,4727,Pomeranian,pupper
1117,704859558691414016,0,0,2016-03-02 02:43:09,Twitter for iPhone,10,10,None,578,2346,pug,pupper
1154,700864154249383937,0,0,2016-02-20 02:06:50,Twitter for iPhone,12,10,None,651,2701,kuvasz,pupper
138,859607811541651456,0,0,2017-05-03 03:17:27,Twitter for iPhone,13,10,Zoey,1598,18676,golden_retriever,puppo
1,892177421306343426,0,0,2017-08-01 00:17:27,Twitter for iPhone,13,10,Tilly,6117,32564,Chihuahua,None
2,891815181378084864,0,0,2017-07-31 00:18:03,Twitter for iPhone,12,10,Archie,4051,24517,Chihuahua,None
3,891689557279858688,0,0,2017-07-30 15:58:51,Twitter for iPhone,13,10,Darla,8421,41266,Labrador_retriever,None
4,891327558926688256,0,0,2017-07-29 16:00:24,Twitter for iPhone,12,10,Franklin,9121,39440,basset,None
5,891087950875897856,0,0,2017-07-29 00:08:17,Twitter for iPhone,13,10,None,3036,19824,Chesapeake_Bay_retriever,None
6,890971913173991426,0,0,2017-07-28 16:27:12,Twitter for iPhone,13,10,Jax,2007,11591,Appenzeller,None
7,890729181411237888,0,0,2017-07-28 00:22:40,Twitter for iPhone,13,10,None,18371,63955,Pomeranian,None
8,890609185150312448,0,0,2017-07-27 16:25:51,Twitter for iPhone,13,10,Zoey,4168,27230,Irish_terrier,None
10,890006608113172480,0,0,2017-07-26 00:31:25,Twitter for iPhone,13,10,Koda,7139,30024,Samoyed,None
11,889880896479866881,0,0,2017-07-25 16:11:53,Twitter for iPhone,13,10,Bruno,4846,27229,French_bulldog,None
13,889638837579907072,0,0,2017-07-25 00:10:02,Twitter for iPhone,12,10,Ted,4407,26568,French_bulldog,None
15,889278841981685760,0,0,2017-07-24 00:19:32,Twitter for iPhone,13,10,Oliver,5225,24705,whippet,None
16,888917238123831296,0,0,2017-07-23 00:22:39,Twitter for iPhone,12,10,Jim,4389,28507,golden_retriever,None
17,888804989199671297,0,0,2017-07-22 16:56:37,Twitter for iPhone,13,10,Zeke,4175,25033,golden_retriever,None
18,888554962724278272,0,0,2017-07-22 00:23:06,Twitter for iPhone,13,10,Ralphus,3451,19405,Siberian_husky,None
19,888078434458587136,0,0,2017-07-20 16:49:33,Twitter for iPhone,12,10,Gerald,3402,21291,French_bulldog,None
20,887705289381826560,0,0,2017-07-19 16:06:48,Twitter for iPhone,13,10,Jeffrey,5250,29547,basset,None
22,887473957103951883,0,0,2017-07-19 00:47:34,Twitter for iPhone,13,10,Canela,17700,67547,Pembroke,None
23,887343217045368832,0,0,2017-07-18 16:08:03,Twitter for iPhone,13,10,None,10152,32964,Mexican_hairless,None
25,886983233522544640,0,0,2017-07-17 16:17:36,Twitter for iPhone,13,10,Maya,7571,34397,Chihuahua,None
26,886736880519319552,0,0,2017-07-16 23:58:41,Twitter for iPhone,13,10,Mingus,3195,11808,kuvasz,None
29,886258384151887873,0,0,2017-07-15 16:17:19,Twitter for iPhone,13,10,Waffles,6130,27409,pug,None
30,885984800019947520,0,0,2017-07-14 22:10:11,Twitter for iPhone,12,10,Jimbo,6595,31943,Blenheim_spaniel,None
31,885528943205470208,0,0,2017-07-13 15:58:47,Twitter for iPhone,13,10,Maisey,6262,35206,pug,None
33,885167619883638784,0,0,2017-07-12 16:03:00,Twitter for iPhone,13,10,None,4276,21459,malamute,None
34,884925521741709313,0,0,2017-07-12 00:01:00,Twitter for iPhone,12,10,Earl,17790,75776,Italian_greyhound,None
35,884876753390489601,0,0,2017-07-11 20:47:12,Twitter for iPhone,13,10,Lola,5470,27332,chow,None
36,884562892145688576,0,0,2017-07-11 00:00:02,Twitter for iPhone,13,10,Kevin,4570,23792,pug,None
37,884441805382717440,0,0,2017-07-10 15:58:53,Twitter for iPhone,14,10,None,5518,26433,Pembroke,None
39,883838122936631299,0,0,2017-07-09 00:00:04,Twitter for iPhone,12,10,Noah,3364,21438,Doberman,None
40,883482846933004288,0,0,2017-07-08 00:28:19,Twitter for iPhone,5,10,Bella,9677,44948,golden_retriever,None
43,882992080364220416,0,0,2017-07-06 15:58:11,Twitter for iPhone,13,10,Rusty,3826,23459,Eskimo_dog,None
45,882627270321602560,0,0,2017-07-05 15:48:34,Twitter for iPhone,13,10,Stanley,5936,27351,Pembroke,None
46,882268110199369728,0,0,2017-07-04 16:01:23,Twitter for iPhone,13,10,Alfy,11310,43996,golden_retriever,None
47,882045870035918850,0,0,2017-07-04 01:18:17,Twitter for iPhone,13,10,Koko,4842,28737,golden_retriever,None
48,881906580714921986,0,0,2017-07-03 16:04:48,Twitter for iPhone,12,10,Rey,3311,23812,Weimaraner,None
54,880465832366813184,0,0,2017-06-29 16:39:47,Twitter for iPhone,12,10,Bella,6129,27938,golden_retriever,None
55,880221127280381952,0,0,2017-06-29 00:27:25,Twitter for iPhone,12,10,Jesse,4115,26476,Chihuahua,None
57,879862464715927552,0,0,2017-06-28 00:42:13,Twitter for iPhone,13,10,Romeo,3414,21884,basset,None
58,879492040517615616,0,0,2017-06-27 00:10:17,Twitter for iPhone,12,10,Bailey,3105,22939,German_short-haired_pointer,None
59,879415818425184262,0,0,2017-06-26 19:07:24,Twitter for iPhone,13,10,Duddles,43267,103683,English_springer,None
60,879376492567855104,0,0,2017-06-26 16:31:08,Twitter for iPhone,12,10,Jack,3043,16445,Labrador_retriever,None
62,879008229531029506,0,0,2017-06-25 16:07:47,Twitter for iPhone,13,10,Beau,2636,18595,vizsla,None
64,878281511006478336,0,0,2017-06-23 16:00:04,Twitter for iPhone,13,10,Shadow,1258,7589,basset,None
65,878057613040115712,0,0,2017-06-23 01:10:23,Twitter for iPhone,14,10,Emmy,6659,41181,French_bulldog,None
66,877736472329191424,0,0,2017-06-22 03:54:17,Twitter for iPhone,13,10,Aja,18659,78146,Chesapeake_Bay_retriever,None
68,877556246731214848,0,0,2017-06-21 15:58:08,Twitter for iPhone,12,10,Penny,3723,22279,basset,None
69,877316821321428993,0,0,2017-06-21 00:06:44,Twitter for iPhone,13,10,Dante,5072,26846,Saluki,None
70,877201837425926144,0,0,2017-06-20 16:29:50,Twitter for iPhone,12,10,Nelly,5460,26588,Pembroke,None
72,876484053909872640,0,0,2017-06-18 16:57:37,Twitter for iPhone,13,10,Benedict,2351,18404,golden_retriever,None
74,875747767867523072,0,0,2017-06-16 16:11:53,Twitter for iPhone,13,10,Goose,4209,24720,Labrador_retriever,None
75,875144289856114688,0,0,2017-06-15 00:13:52,Twitter for iPhone,13,10,Nugget,4835,21522,Siberian_husky,None
77,874680097055178752,0,0,2017-06-13 17:29:20,Twitter for iPhone,12,10,Cash,4555,27307,Labrador_retriever,None
84,872820683541237760,0,0,2017-06-08 14:20:41,Twitter for iPhone,13,10,None,3633,14473,pug,None
85,872620804844003328,0,0,2017-06-08 01:06:27,Twitter for iPhone,13,10,Monkey,3638,20450,cocker_spaniel,None
86,872486979161796608,0,0,2017-06-07 16:14:40,Twitter for iPhone,12,10,None,8897,40029,Pembroke,None
87,872261713294495745,0,0,2017-06-07 01:19:32,Twitter for iPhone,13,10,Harry,6234,33662,Labrador_retriever,None
88,872122724285648897,0,0,2017-06-06 16:07:15,Twitter for iPhone,12,10,Kody,8018,33878,pug,None
92,871032628920680449,0,0,2017-06-03 15:55:36,Twitter for iPhone,13,10,Boomer,3776,22361,kelpie,None
94,870656317836468226,0,0,2017-06-02 15:00:16,Twitter for iPhone,13,10,Cody,2614,12253,Pembroke,None
95,870374049280663552,0,0,2017-06-01 20:18:38,Twitter for iPhone,13,10,Zoey,25986,81699,golden_retriever,None
96,870308999962521604,0,0,2017-06-01 16:00:09,Twitter for iPhone,13,10,Rumble,4121,21566,Greater_Swiss_Mountain_dog,None
98,869772420881756160,0,0,2017-05-31 04:27:59,Twitter for iPhone,13,10,Dewey,9956,41918,Pembroke,None
99,869702957897576449,0,0,2017-05-30 23:51:58,Twitter for iPhone,13,10,Stanley,6302,27916,Pembroke,None
101,869227993411051520,0,0,2017-05-29 16:24:37,Twitter for iPhone,13,10,Gizmo,3767,20238,Pembroke,None
102,868880397819494401,0,0,2017-05-28 17:23:24,Twitter for iPhone,14,10,Walter,14396,64950,French_bulldog,None
103,868622495443632128,0,0,2017-05-28 00:18:35,Twitter for iPhone,13,10,None,5274,26482,Labrador_retriever,None
104,868552278524837888,0,0,2017-05-27 19:39:34,Twitter for iPhone,12,10,Cooper,2087,10042,whippet,None
106,867774946302451713,0,0,2017-05-25 16:10:44,Twitter for iPhone,13,10,Harold,7319,33701,Border_collie,None
112,866334964761202691,0,0,2017-05-21 16:48:45,Twitter for iPhone,12,10,Coco,14437,52269,Samoyed,None
113,865718153858494464,0,0,2017-05-19 23:57:46,Twitter for iPhone,13,10,Boomer,5623,25521,golden_retriever,None
114,865359393868664832,0,0,2017-05-19 00:12:11,Twitter for iPhone,13,10,Sammy,5007,26360,Chesapeake_Bay_retriever,None
115,865006731092295680,0,0,2017-05-18 00:50:50,Twitter for iPhone,13,10,Nelly,7698,27895,Pembroke,None
117,864279568663928832,0,0,2017-05-16 00:41:21,Twitter for iPhone,12,10,Meatball,3039,14584,bull_mastiff,None
118,864197398364647424,0,0,2017-05-15 19:14:50,Twitter for iPhone,13,10,Paisley,8961,30068,golden_retriever,None
120,863553081350529029,0,0,2017-05-14 00:34:33,Twitter for iPhone,13,10,Neptune,4202,15272,Eskimo_dog,None
121,863432100342583297,0,0,2017-05-13 16:33:49,Twitter for iPhone,12,10,Belle,5277,23784,Staffordshire_bullterrier,None
123,863062471531167744,0,0,2017-05-12 16:05:02,Twitter for iPhone,13,10,Quinn,2460,8519,French_bulldog,None
124,862831371563274240,0,0,2017-05-12 00:46:44,Twitter for iPhone,13,10,Zooey,5132,19164,Australian_terrier,None
125,862722525377298433,0,0,2017-05-11 17:34:13,Twitter for iPhone,11,10,Dave,3552,17054,basset,None
128,861383897657036800,0,0,2017-05-08 00:54:59,Twitter for iPhone,13,10,Hobbes,10802,36147,Cardigan,None
129,861288531465048066,0,0,2017-05-07 18:36:02,Twitter for iPhone,13,10,None,4193,17213,Bouvier_des_Flandres,None
130,861005113778896900,0,0,2017-05-06 23:49:50,Twitter for iPhone,12,10,Burt,3833,16741,German_shepherd,None
132,860563773140209665,0,0,2017-05-05 18:36:06,Twitter for iPhone,13,10,Lorenzo,2180,7529,Cardigan,None
133,860524505164394496,0,0,2017-05-05 16:00:04,Twitter for iPhone,13,10,Carl,5344,23691,Bedlington_terrier,None
136,859924526012018688,0,0,2017-05-04 00:15:58,Twitter for iPhone,12,10,Milky,4136,19619,French_bulldog,None
137,859851578198683649,0,0,2017-05-03 19:26:06,Twitter for iPhone,13,10,Trooper,3555,15471,Labrador_retriever,None
142,858471635011153920,0,0,2017-04-30 00:02:42,Twitter for iPhone,13,10,Sophie,4925,21645,Pembroke,None
143,858107933456039936,0,0,2017-04-28 23:57:28,Twitter for iPhone,12,10,Wyatt,2955,15833,golden_retriever,None
144,857989990357356544,0,0,2017-04-28 16:08:49,Twitter for iPhone,12,10,Rosie,2631,16253,French_bulldog,None
145,857746408056729600,0,0,2017-04-28 00:00:54,Twitter for iPhone,13,10,Thor,10837,34541,Labrador_retriever,None
146,857393404942143489,0,0,2017-04-27 00:38:11,Twitter for iPhone,13,10,None,1676,5959,malamute,None
147,857263160327368704,0,0,2017-04-26 16:00:39,Twitter for iPhone,13,10,Oscar,4599,20181,Samoyed,None
148,857029823797047296,0,0,2017-04-26 00:33:27,Twitter for iPhone,12,10,Zeke,4092,19113,golden_retriever,None
149,856543823941562368,0,0,2017-04-24 16:22:16,Twitter for iPhone,12,10,Callie,2947,16418,Boston_bull,None
150,856526610513747968,855818117272018944,4196983835,2017-04-24 15:13:52,Twitter for iPhone,14,10,None,1929,11969,Old_English_sheepdog,None
151,856282028240666624,0,0,2017-04-23 23:01:59,Twitter for iPhone,14,10,Cermet,6475,28037,Chihuahua,None
154,854732716440526848,0,0,2017-04-19 16:25:34,Twitter for iPhone,12,10,Marlee,6286,23179,Pembroke,None
155,854482394044301312,0,0,2017-04-18 23:50:52,Twitter for iPhone,13,10,Arya,7080,29784,Chihuahua,None
156,854365224396361728,0,0,2017-04-18 16:05:17,Twitter for iPhone,13,10,Einstein,4841,19207,Pembroke,None
159,853760880890318849,0,0,2017-04-17 00:03:50,Twitter for iPhone,12,10,Alice,5986,29125,miniature_pinscher,None
160,853639147608842240,0,0,2017-04-16 16:00:07,Twitter for iPhone,13,10,None,10499,35513,German_shepherd,None
162,852912242202992640,0,0,2017-04-14 15:51:39,Twitter for iPhone,12,10,Benny,1904,9257,Great_Dane,None
163,852672615818899456,0,0,2017-04-13 23:59:28,Twitter for iPhone,12,10,Aspen,2243,15242,golden_retriever,None
164,852553447878664193,0,0,2017-04-13 16:05:56,Twitter for iPhone,13,10,Jarod,3651,16722,bloodhound,None
167,852189679701164033,0,0,2017-04-12 16:00:27,Twitter for iPhone,12,10,Sailor,1652,11730,Bernese_mountain_dog,None
172,851224888060895234,0,0,2017-04-10 00:06:42,Twitter for iPhone,13,10,Snoop,5959,21219,standard_poodle,None
173,850753642995093505,0,0,2017-04-08 16:54:09,Twitter for iPhone,11,10,Kyle,9677,31815,pug,None
174,850380195714523136,0,0,2017-04-07 16:10:12,Twitter for iPhone,13,10,Leo,2733,13413,Yorkshire_terrier,None
175,850145622816686080,0,0,2017-04-07 00:38:06,Twitter for iPhone,11,10,Riley,4001,16782,kelpie,None
178,849412302885593088,0,0,2017-04-05 00:04:08,Twitter for iPhone,12,10,Noosh,3288,16337,schipperke,None
182,848324959059550208,0,0,2017-04-02 00:03:26,Twitter for iPhone,12,10,Odin,4819,25521,malamute,None
183,848212111729840128,0,0,2017-04-01 16:35:01,Twitter for iPhone,6,10,Jerry,3215,16838,Bedlington_terrier,None
186,847842811428974592,0,0,2017-03-31 16:07:33,Twitter for iPhone,12,10,Rontu,1408,5647,Bernese_mountain_dog,None
187,847606175596138505,0,0,2017-03-31 00:27:14,Twitter for iPhone,12,10,Cannon,3570,19397,Cardigan,None
188,847251039262605312,0,0,2017-03-30 00:56:03,Twitter for iPhone,12,10,Furzey,4507,21127,Airedale,None
189,847157206088847362,0,0,2017-03-29 18:43:12,Twitter for iPhone,11,10,Daisy,6161,20608,Staffordshire_bullterrier,None
191,846874817362120707,0,0,2017-03-29 00:01:05,Twitter for iPhone,13,10,Tuck,4125,20751,Shetland_sheepdog,None
193,846153765933735936,0,0,2017-03-27 00:15:53,Twitter for iPhone,13,10,Vixen,9557,32794,giant_schnauzer,None
194,846042936437604353,0,0,2017-03-26 16:55:29,Twitter for iPhone,12,10,Jarvis,3053,16557,golden_retriever,None
199,844979544864018432,759099523532779520,4196983835,2017-03-23 18:29:57,Twitter for iPhone,13,10,None,2722,14116,Shetland_sheepdog,None
200,844973813909606400,0,0,2017-03-23 18:07:10,Twitter for iPhone,12,10,Brady,3394,15663,Labrador_retriever,None
201,844704788403113984,0,0,2017-03-23 00:18:10,Twitter for iPhone,13,10,Luna,10923,40154,Labrador_retriever,None
203,844223788422217728,0,0,2017-03-21 16:26:50,Twitter for iPhone,12,10,Margo,2326,14148,Labrador_retriever,None
204,843856843873095681,0,0,2017-03-20 16:08:44,Twitter for iPhone,12,10,Sadie,4899,22240,Labrador_retriever,None
205,843604394117681152,0,0,2017-03-19 23:25:35,Twitter for iPhone,11,10,Hank,2916,17535,Labrador_retriever,None
206,843235543001513987,0,0,2017-03-18 22:59:54,Twitter for iPhone,13,10,Tycho,6401,22329,Pembroke,None
207,842846295480000512,0,0,2017-03-17 21:13:10,Twitter for iPhone,13,10,Charlie,3813,15807,Labrador_retriever,None
208,842765311967449089,0,0,2017-03-17 15:51:22,Twitter for iPhone,12,10,Indie,1352,6999,Labrador_retriever,None
209,842535590457499648,0,0,2017-03-17 00:38:32,Twitter for iPhone,13,10,Winnie,3713,18794,Pembroke,None
210,842163532590374912,0,0,2017-03-16 00:00:07,Twitter for iPhone,12,10,George,6148,25445,French_bulldog,None
211,842115215311396866,0,0,2017-03-15 20:48:07,Twitter for iPhone,12,10,Bentley,3213,14569,chow,None
213,841680585030541313,0,0,2017-03-14 16:01:03,Twitter for iPhone,12,10,Penny,8223,26665,Chihuahua,None
215,841314665196081154,0,0,2017-03-13 15:47:01,Twitter Web Client,13,10,Max,4987,16472,Afghan_hound,None
216,841077006473256960,0,0,2017-03-13 00:02:39,Twitter for iPhone,12,10,Dawn,5631,23811,Brittany_spaniel,None
218,840632337062862849,0,0,2017-03-11 18:35:42,Twitter for iPhone,12,10,Maddie,1861,9348,golden_retriever,None
220,840268004936019968,0,0,2017-03-10 18:27:58,Twitter for iPhone,12,10,Monty,6097,20090,Chesapeake_Bay_retriever,None
221,839990271299457024,0,0,2017-03-10 00:04:21,Twitter for iPhone,13,10,Sojourner,2439,13981,Staffordshire_bullterrier,None
222,839549326359670784,0,0,2017-03-08 18:52:12,Twitter for iPhone,12,10,Winston,8276,28701,Norwich_terrier,None
224,839239871831150596,0,0,2017-03-07 22:22:32,Twitter for iPhone,13,10,Odie,6959,28380,Leonberg,None
225,838921590096166913,0,0,2017-03-07 01:17:48,Twitter for iPhone,13,10,Arlo,2211,11652,Border_terrier,None
227,838561493054533637,0,0,2017-03-06 01:26:54,Twitter for iPhone,13,10,Walter,1410,11392,kelpie,None
228,838476387338051585,0,0,2017-03-05 19:48:43,Twitter for iPhone,13,10,Stanley,5124,23573,Great_Pyrenees,None
229,838083903487373313,0,0,2017-03-04 17:49:08,Twitter for iPhone,13,10,Daisy,3364,18401,chow,None
232,837471256429613056,0,0,2017-03-03 01:14:41,Twitter for iPhone,12,10,Vincent,2445,13350,Norwegian_elkhound,None
235,836989968035819520,0,0,2017-03-01 17:22:13,Twitter for iPhone,12,10,Mookie,2455,13295,toy_poodle,None
239,836260088725786625,0,0,2017-02-27 17:01:56,Twitter for iPhone,13,10,Lucy,4583,22226,borzoi,None
240,836001077879255040,0,0,2017-02-26 23:52:43,Twitter for iPhone,13,10,None,4583,19982,Samoyed,None
241,835574547218894849,0,0,2017-02-25 19:37:50,Twitter for iPhone,11,10,Eli,3870,18633,Staffordshire_bullterrier,None
242,835297930240217089,0,0,2017-02-25 01:18:40,Twitter for iPhone,12,10,Ash,3206,17187,Rottweiler,None
243,835264098648616962,0,0,2017-02-24 23:04:14,Twitter for iPhone,12,10,Lola,1820,8096,Chesapeake_Bay_retriever,None
246,834931633769889797,0,0,2017-02-24 01:03:08,Twitter for iPhone,12,10,Tucker,1764,11328,soft-coated_wheaten_terrier,None
247,834786237630337024,0,0,2017-02-23 15:25:23,Twitter for iPhone,13,10,Tobi,5879,22193,Border_terrier,None
249,834458053273591808,0,0,2017-02-22 17:41:18,Twitter for iPhone,12,10,Chester,1794,10062,Rhodesian_ridgeback,None
250,834209720923721728,0,0,2017-02-22 01:14:30,Twitter for iPhone,12,10,Wilson,5121,21581,golden_retriever,None
252,834086379323871233,0,0,2017-02-21 17:04:24,Twitter for iPhone,12,10,Lipton,2374,13691,Labrador_retriever,None
253,833863086058651648,0,0,2017-02-21 02:17:06,Twitter for iPhone,12,10,Bentley,2574,14043,kuvasz,None
254,833826103416520705,0,0,2017-02-20 23:50:09,Twitter for iPhone,13,10,Charlie,3994,18847,Chihuahua,None
255,833722901757046785,0,0,2017-02-20 17:00:04,Twitter for iPhone,13,10,Bronte,3437,21713,West_Highland_white_terrier,None
256,833479644947025920,0,0,2017-02-20 00:53:27,Twitter for iPhone,13,10,Poppy,2215,15580,golden_retriever,None
260,832757312314028032,0,0,2017-02-18 01:03:09,Twitter for iPhone,13,10,Willow,3880,17645,Cardigan,None
261,832636094638288896,0,0,2017-02-17 17:01:29,Twitter for iPhone,12,10,Orion,2990,16612,Eskimo_dog,None
262,832397543355072512,0,0,2017-02-17 01:13:34,Twitter for iPhone,12,10,Eevee,2386,12523,Pekinese,None
263,832369877331693569,0,0,2017-02-16 23:23:38,Twitter for iPhone,11,10,Charlie,3421,18010,kelpie,None
269,831911600680497154,0,0,2017-02-15 17:02:36,Twitter for iPhone,14,10,Kuyu,7003,29031,bloodhound,None
270,831670449226514432,0,0,2017-02-15 01:04:21,Twitter for iPhone,13,10,Daisy,1945,10972,Pembroke,None
271,831650051525054464,0,0,2017-02-14 23:43:18,Twitter for iPhone,13,10,None,2080,7541,Eskimo_dog,None
272,831552930092285952,0,0,2017-02-14 17:17:22,Twitter for iPhone,13,10,Dutch,2462,9443,Chihuahua,None
275,831309418084069378,0,0,2017-02-14 01:09:44,Twitter for iPhone,12,10,Scooter,2623,12320,Doberman,None
276,831262627380748289,0,0,2017-02-13 22:03:49,Twitter for iPhone,12,10,Tucker,2201,12515,cocker_spaniel,None
277,830956169170665475,0,0,2017-02-13 01:46:03,Twitter for iPhone,12,10,Reggie,1607,8362,kuvasz,None
278,830583320585068544,0,0,2017-02-12 01:04:29,Twitter for iPhone,13,10,Lilly,18079,70269,Labrador_retriever,None
279,830097400375152640,0,0,2017-02-10 16:53:37,Twitter for iPhone,13,10,Samson,3220,10330,toy_poodle,None
281,829861396166877184,0,0,2017-02-10 01:15:49,Twitter for iPhone,12,10,Mia,2103,12853,Border_terrier,None
282,829501995190984704,0,0,2017-02-09 01:27:41,Twitter for iPhone,12,10,Leo,11427,33393,French_bulldog,None
285,829141528400556032,0,0,2017-02-08 01:35:19,Twitter for iPhone,12,10,Malcolm,7979,25753,golden_retriever,None
286,829011960981237760,0,0,2017-02-07 17:00:28,Twitter for iPhone,13,10,Dexter,17478,55730,boxer,None
287,828770345708580865,0,0,2017-02-07 01:00:22,Twitter for iPhone,13,10,Alfie,6319,26901,Chesapeake_Bay_retriever,None
288,828708714936930305,0,0,2017-02-06 20:55:28,Twitter for iPhone,10,10,Fiona,12098,38508,Mexican_hairless,None
289,828650029636317184,0,0,2017-02-06 17:02:17,Twitter for iPhone,14,10,one,1450,9993,golden_retriever,None
290,828409743546925057,0,0,2017-02-06 01:07:28,Twitter for iPhone,12,10,Mutt,1240,6622,toy_poodle,None
291,828408677031882754,0,0,2017-02-06 01:03:14,Twitter for iPhone,12,10,Bear,1384,8057,Weimaraner,None
293,828376505180889089,0,0,2017-02-05 22:55:23,Twitter for iPhone,13,10,Beebop,1147,7764,American_Staffordshire_terrier,None
294,828372645993398273,0,0,2017-02-05 22:40:03,Twitter for iPhone,12,10,Alexander,3178,13207,malamute,None
296,828011680017821696,0,0,2017-02-04 22:45:42,Twitter for iPhone,11,10,Brutus,2315,10900,American_Staffordshire_terrier,None
298,827653905312006145,0,0,2017-02-03 23:04:02,Twitter for iPhone,12,10,Boots,3242,16228,collie,None
299,827600520311402496,0,0,2017-02-03 19:31:54,Twitter for iPhone,13,10,Tucker,1022,7792,Pembroke,None
300,827324948884643840,0,0,2017-02-03 01:16:53,Twitter for iPhone,12,10,Ralphie,3303,16709,golden_retriever,None
301,827199976799354881,0,0,2017-02-02 17:00:17,Twitter for iPhone,13,10,Charlie,2419,11130,Great_Dane,None
304,826598365270007810,0,0,2017-02-01 01:09:42,Twitter for iPhone,13,10,Pawnd,2534,10614,French_bulldog,None
308,826115272272650244,0,0,2017-01-30 17:10:04,Twitter for iPhone,13,10,Ike,3391,16507,golden_retriever,None
310,825829644528148480,0,0,2017-01-29 22:15:05,Twitter for iPhone,12,10,Toby,2688,13428,Great_Pyrenees,None
312,825147591692263424,0,0,2017-01-28 01:04:51,Twitter for iPhone,13,10,Sweet,4942,19316,Pekinese,None
315,824775126675836928,0,0,2017-01-27 00:24:48,Twitter for iPhone,12,10,Scooter,3800,15814,Border_terrier,None
316,824663926340194305,0,0,2017-01-26 17:02:56,Twitter for iPhone,13,10,Wilson,1877,10639,English_setter,None
319,823939628516474880,0,0,2017-01-24 17:04:50,Twitter for iPhone,12,10,Cash,2931,11235,schipperke,None
320,823699002998870016,0,0,2017-01-24 01:08:40,Twitter for iPhone,12,10,Winston,2615,13298,cairn,None
321,823581115634085888,0,0,2017-01-23 17:20:14,Twitter for iPhone,11,10,Crawford,2863,13779,German_shepherd,None
322,823322678127919110,0,0,2017-01-23 00:13:17,Twitter for iPhone,11,10,Wyatt,4348,16633,Chihuahua,None
324,822975315408461824,0,0,2017-01-22 01:12:59,Twitter for iPhone,12,10,Albus,3726,18268,Pembroke,None
